puan,id,Sehir Tag,Universite Tag,Bolum,ikinci okul,lise bolum,Universite Turu,Sinif,Not Ortalamasi,lise tur,anne egitim,baba egitim,kulup,stk proje,girisim,ingilizce,cinsiyet,anne calisma,baba calisma,yas,Basvuru Yili,Kardes Sayisi
36,60514,105,227,4,0,404,0,2,3,1,6,5,0,0,0,0,1,3,3,,2022,4.0
36,60515,81,287,3,0,404,1,3,3,1,3,3,1,0,1,0,0,2,2,,2022,0.0
36,60516,81,138,3,0,173,1,2,1,1,1,1,0,0,1,0,0,2,2,,2022,2.0
36,60517,84,176,2,0,404,0,1,-1,1,1,1,1,0,0,0,1,2,2,,2022,1.0
36,60518,56,102,17,0,404,0,2,3,1,5,3,1,0,0,0,1,3,3,,2022,4.0
36,60519,41,70,9,0,404,0,2,2,1,5,3,0,0,0,0,1,3,2,,2022,1.0
36,60520,130,249,1,0,404,0,2,6,4,5,5,1,0,0,0,1,3,2,,2022,2.0
36,60521,81,212,39,0,173,0,2,3,4,5,4,0,0,1,0,1,3,3,,2022,0.0
36,60522,81,196,14,0,173,1,1,-1,1,1,1,0,0,0,0,1,3,2,,2022,1.0
36,60523,147,285,60,0,449,0,2,3,1,4,5,1,0,0,0,0,2,3,,2022,1.0
36,60524,102,198,68,0,404,0,2,3,1,5,5,1,0,0,0,0,3,3,,2022,3.0
36,60525,54,249,81,0,110,0,2,2,1,5,1,1,0,0,0,0,3,2,,2022,0.0
36,60526,139,270,19,0,173,0,2,3,1,1,3,1,0,0,0,0,2,2,,2022,0.0
36,60527,132,82,24,0,449,0,-1,-1,1,3,1,1,0,1,0,0,3,2,,2022,4.0
36,60528,41,70,9,0,404,0,2,2,1,5,5,0,0,0,0,1,3,3,,2022,4.0
36,60529,81,138,25,0,404,1,4,3,1,3,5,1,0,0,0,1,3,2,,2022,2.0
36,60530,141,269,41,0,449,0,2,3,1,5,5,0,0,1,0,0,3,2,,2022,1.0
36,60531,137,259,9,0,404,0,5,2,1,5,3,1,0,0,0,1,3,3,,2022,2.0
36,60532,126,237,36,0,404,0,2,3,1,5,5,1,0,1,0,0,3,3,,2022,1.0
36,60533,81,150,13,0,173,1,4,3,1,3,3,1,0,0,0,0,3,2,,2022,1.0
36,60534,41,70,14,0,173,0,5,3,4,3,3,0,0,0,0,1,2,3,,2022,0.0
36,60535,84,85,9,0,404,0,3,3,1,6,5,0,0,0,0,0,3,2,,2022,4.0
36,60536,84,42,3,0,173,0,4,3,1,5,5,0,0,1,0,1,3,2,,2022,1.0
36,60537,16,162,77,0,404,0,2,6,1,3,3,0,0,0,0,0,3,3,,2022,3.0
36,60538,14,48,4,0,404,1,2,1,4,3,1,1,0,0,0,1,2,2,,2022,4.0
36,60539,81,288,24,0,404,1,2,3,1,5,5,1,0,0,0,0,3,2,,2022,2.0
36,60540,54,87,14,0,173,0,4,3,1,5,1,1,0,0,0,0,3,3,,2022,1.0
36,60541,112,286,3,0,173,1,1,-1,4,1,3,1,0,1,0,0,3,2,,2022,2.0
36,60542,102,198,33,0,173,0,2,3,1,5,3,1,0,0,0,0,2,2,,2022,1.0
36,60543,53,222,63,0,173,0,3,3,1,4,4,0,0,1,0,1,3,3,,2022,2.0
36,60544,81,62,40,0,404,0,3,2,1,1,1,1,0,0,0,1,3,2,,2022,2.0
36,60545,55,73,24,0,173,0,1,-1,1,5,5,0,0,1,0,1,3,3,,2022,1.0
36,60546,81,212,8,0,173,0,4,3,1,5,4,0,0,0,0,0,3,3,,2022,2.0
36,60547,81,140,3,0,173,1,3,6,1,5,5,1,0,0,0,1,3,2,,2022,2.0
36,60548,55,270,17,0,404,0,2,3,1,5,5,0,0,0,0,1,3,3,,2022,2.0
36,60549,102,198,1,0,404,0,4,2,1,3,4,0,0,0,0,1,2,2,,2022,2.0
36,60550,81,270,16,0,404,0,4,3,1,6,5,0,0,1,0,1,3,3,,2022,4.0
36,60551,81,213,1,0,404,1,1,-1,4,5,3,1,0,1,0,0,3,2,,2022,1.0
36,60552,80,260,17,0,404,0,3,1,1,5,5,1,0,1,0,1,3,3,,2022,4.0
36,60553,102,249,47,0,173,0,3,3,1,5,5,0,0,0,0,0,3,2,,2022,4.0
36,60554,14,32,9,0,404,0,3,2,4,4,5,0,0,0,0,1,3,2,,2022,4.0
36,60555,81,62,4,0,404,0,2,2,1,4,3,1,0,0,0,1,3,2,,2022,1.0
36,60556,4,13,18,0,404,0,2,3,1,4,5,1,0,0,0,0,3,3,,2022,4.0
36,60557,81,159,70,0,173,0,4,2,1,3,4,1,0,0,0,0,3,2,,2022,2.0
36,60558,14,238,3,0,404,0,2,6,1,5,5,1,0,0,0,1,3,2,,2022,1.0
36,60559,95,2,95,0,404,0,1,-1,1,5,5,1,0,1,0,0,3,2,,2022,4.0
36,60560,139,270,35,0,449,0,2,2,1,5,3,0,0,0,0,0,3,2,,2022,1.0
36,60561,62,106,40,0,404,0,1,-1,1,3,5,1,0,1,0,0,3,3,,2022,0.0
36,60562,81,155,2,0,404,1,2,3,1,3,3,1,0,0,0,1,3,2,,2022,1.0
36,60563,14,127,33,0,173,1,4,6,4,2,2,0,0,0,0,0,2,2,,2022,1.0
36,60564,81,241,13,0,173,1,3,1,1,4,3,1,0,0,0,0,3,2,,2022,1.0
36,60565,81,108,95,0,404,0,4,3,1,5,4,1,0,0,0,0,2,2,,2022,1.0
36,60566,81,290,37,0,404,0,3,3,1,3,1,1,0,0,0,0,3,3,,2022,0.0
36,60567,141,186,33,0,173,0,5,3,1,3,3,0,0,0,0,0,3,2,,2022,1.0
36,60568,81,212,2,0,404,0,3,3,1,1,1,1,0,0,0,1,2,2,,2022,1.0
36,60569,80,128,36,0,404,0,3,3,1,1,5,1,0,0,0,0,2,3,,2022,0.0
36,60570,81,154,99,0,173,1,4,3,1,5,5,1,0,0,0,0,3,2,,2022,4.0
36,60571,28,212,17,0,404,0,3,3,1,6,1,0,0,0,0,0,3,2,,2022,4.0
36,60572,81,290,18,0,404,0,2,2,1,5,3,0,0,1,0,0,3,2,,2022,4.0
36,60573,84,173,9,0,404,0,3,2,4,3,3,0,0,0,0,1,3,3,,2022,2.0
36,60574,14,104,1,0,404,0,1,-1,4,3,3,1,0,0,0,0,3,2,,2022,1.0
36,60575,81,162,33,0,173,0,3,6,4,3,3,1,0,0,0,1,2,2,,2022,1.0
36,60576,117,221,92,0,449,0,3,6,4,5,5,1,0,0,0,1,3,3,,2022,3.0
36,60577,81,160,77,0,449,1,2,6,4,5,3,0,0,1,0,1,3,2,,2022,1.0
36,60578,14,115,4,0,404,0,3,2,1,1,1,0,0,0,0,1,2,2,,2022,2.0
36,60579,16,34,1,0,404,1,3,1,1,1,1,1,0,1,0,0,3,3,,2022,1.0
36,60580,41,70,6,0,173,0,2,2,1,5,5,0,0,0,0,0,3,2,,2022,1.0
36,60581,107,203,1,0,404,0,4,3,1,4,4,1,0,0,0,0,3,3,,2022,3.0
36,60582,81,288,36,0,404,1,4,3,1,4,5,1,0,0,0,0,3,3,,2022,1.0
36,60583,81,162,6,0,173,0,2,2,1,4,4,1,0,0,0,1,2,2,,2022,2.0
36,60584,14,263,71,0,404,1,4,1,1,3,1,0,0,0,0,0,2,3,,2022,0.0
36,60585,81,138,6,0,173,1,4,3,1,5,4,0,0,0,0,0,3,3,,2022,3.0
36,60586,100,87,60,0,173,0,2,3,1,3,3,1,0,0,0,0,3,3,,2022,4.0
36,60587,42,31,55,0,110,0,2,1,1,1,1,0,0,1,0,0,2,2,,2022,1.0
36,60588,14,241,1,0,404,1,3,3,4,1,2,1,0,1,0,1,3,2,,2022,1.0
36,60589,131,73,36,0,404,0,2,6,1,6,5,1,0,1,0,0,2,2,,2022,4.0
36,60590,117,221,48,0,404,0,3,3,1,5,3,1,0,0,0,0,3,2,,2022,3.0
36,60591,53,81,3,0,404,0,2,3,1,5,4,1,0,0,0,1,3,3,,2022,4.0
36,60592,33,166,61,0,404,1,3,2,1,5,5,1,0,1,0,1,3,3,,2022,4.0
36,60593,84,88,12,0,173,0,4,2,1,3,3,1,0,1,0,0,3,3,,2022,2.0
36,60594,81,117,99,0,173,1,4,3,1,5,3,1,0,0,0,0,3,2,,2022,4.0
36,60595,81,159,3,0,404,0,3,3,1,3,1,1,0,1,0,0,3,3,,2022,2.0
36,60596,81,198,1,0,404,0,2,2,1,3,5,1,0,1,0,0,2,2,,2022,2.0
36,60597,81,166,45,0,404,1,4,3,1,6,5,0,0,0,0,1,2,2,,2022,4.0
36,60598,105,202,1,0,404,1,2,3,4,1,1,1,0,0,0,0,2,2,,2022,1.0
36,60599,81,159,44,0,404,0,2,2,1,3,1,1,0,0,0,1,2,2,,2022,3.0
36,60600,14,238,1,0,404,0,3,3,1,1,1,0,0,0,0,0,3,2,,2022,1.0
36,60601,81,213,1,0,404,1,3,6,4,1,3,1,0,0,0,1,2,2,,2022,2.0
36,60602,81,142,6,0,173,1,4,3,1,3,3,0,0,0,0,1,2,3,,2022,0.0
36,60603,81,159,70,0,173,0,3,3,4,1,1,0,0,0,0,0,2,3,,2022,1.0
36,60604,81,84,6,0,173,1,4,3,1,1,1,0,0,0,0,0,2,3,,2022,1.0
36,60605,59,93,2,0,404,0,3,2,1,5,5,1,0,1,0,1,3,3,,2022,1.0
36,60606,2,78,52,0,173,0,3,3,1,5,3,1,0,0,0,0,3,2,,2022,2.0
36,60607,81,282,13,0,173,1,4,2,1,1,3,1,0,1,0,0,3,2,,2022,1.0
36,60608,42,11,3,0,173,0,4,3,1,5,5,0,0,1,0,1,3,2,,2022,2.0
36,60609,145,283,61,0,404,0,5,3,1,5,4,0,0,1,0,1,3,3,,2022,4.0
36,60610,81,136,3,0,173,1,4,1,1,4,5,1,0,0,0,0,2,2,,2022,1.0
36,60611,81,220,3,0,173,0,4,1,4,1,3,1,0,0,0,0,2,2,,2022,0.0
36,60612,81,148,14,0,173,1,2,3,1,5,5,1,0,0,0,0,3,2,,2022,3.0
36,60613,117,238,33,0,173,0,2,2,1,4,4,1,0,0,0,1,3,2,,2022,3.0
36,60614,14,127,4,0,404,1,2,2,4,1,1,1,0,0,0,1,3,3,,2022,4.0
36,60615,49,260,24,0,404,0,2,3,1,1,4,0,0,1,0,0,2,3,,2022,1.0
36,60616,132,13,18,0,404,0,2,3,1,6,3,0,0,1,0,1,3,3,,2022,4.0
36,60617,2,121,29,0,404,0,3,1,1,3,3,1,0,0,0,0,3,2,,2022,1.0
36,60618,14,26,13,0,173,1,1,-1,1,1,1,1,0,1,0,0,3,2,,2022,1.0
36,60619,81,290,25,0,404,0,3,3,1,3,1,1,0,1,0,1,3,2,,2022,2.0
36,60620,33,236,56,0,449,0,3,3,1,6,5,0,0,0,0,0,3,3,,2022,4.0
36,60621,81,159,87,0,404,0,4,2,1,1,1,1,0,0,0,0,3,3,,2022,1.0
36,60622,132,121,29,0,404,0,4,2,1,5,4,0,0,1,0,1,3,3,,2022,4.0
36,60623,81,162,14,0,173,0,2,3,4,1,1,0,0,0,0,0,3,2,,2022,1.0
36,60624,105,254,2,0,404,0,2,3,1,5,5,0,0,1,0,1,3,2,,2022,4.0
36,60625,81,148,3,0,173,1,4,1,1,1,4,0,0,0,0,0,2,3,,2022,3.0
36,60626,81,62,4,0,404,0,3,2,1,6,4,1,0,1,0,1,3,3,,2022,4.0
36,60627,84,169,1,0,404,1,2,3,4,1,2,0,0,0,0,0,2,2,,2022,0.0
36,60628,81,133,70,0,173,1,1,-1,1,4,3,1,0,1,0,0,2,2,,2022,1.0
36,60629,62,106,3,0,404,0,2,2,1,5,3,0,0,1,0,1,3,2,,2022,2.0
36,60630,84,23,24,0,449,0,2,6,1,5,5,1,0,0,0,0,3,3,,2022,2.0
36,60631,95,2,16,0,404,0,2,2,4,5,3,0,0,0,0,1,3,2,,2022,2.0
36,60632,81,220,85,0,404,0,3,1,1,5,5,1,0,1,0,0,3,2,,2022,2.0
36,60633,81,241,64,0,404,1,5,2,1,3,3,0,0,0,0,0,3,2,,2022,1.0
36,60634,14,31,6,0,173,0,3,2,4,3,1,0,0,0,0,1,3,2,,2022,2.0
36,60635,14,115,85,0,404,0,4,3,4,3,3,0,0,0,0,1,2,3,,2022,1.0
36,60636,14,70,4,0,404,0,4,3,1,1,1,0,0,0,0,0,3,2,,2022,2.0
36,60637,14,115,33,0,173,0,4,2,1,5,5,1,0,0,0,0,2,3,,2022,2.0
35,60638,25,90,4,0,404,0,3,6,4,3,1,0,0,0,0,0,3,2,,2022,3.0
35,60639,110,90,23,0,173,0,4,2,1,3,4,0,0,0,0,0,3,2,,2022,2.0
35,60640,81,213,70,0,173,1,1,-1,4,2,2,1,0,1,0,1,3,3,,2022,0.0
35,60641,16,16,99,0,173,0,2,6,1,5,3,1,0,1,0,1,3,3,,2022,1.0
35,60642,81,233,14,0,173,1,1,-1,1,3,3,1,0,1,0,1,3,2,,2022,1.0
35,60643,81,51,62,0,404,1,4,3,4,3,5,1,0,0,0,1,3,3,,2022,1.0
35,60644,81,162,28,0,449,0,3,3,1,4,4,0,0,1,0,1,3,2,,2022,1.0
35,60645,14,38,3,0,404,1,2,3,4,1,1,0,0,1,0,1,2,2,,2022,1.0
35,60646,81,159,70,0,173,0,3,1,1,5,5,1,0,0,0,0,3,2,,2022,2.0
35,60647,81,290,1,0,404,0,3,3,1,4,1,0,0,0,0,0,2,2,,2022,3.0
35,60648,81,103,6,0,173,0,1,-1,1,1,1,1,0,1,0,1,2,2,,2022,0.0
35,60649,81,164,67,0,404,0,4,1,1,5,3,0,0,0,0,0,3,2,,2022,4.0
35,60650,81,213,1,0,404,1,3,6,4,3,3,0,0,1,0,0,3,2,,2022,4.0
35,60651,81,162,6,0,404,0,4,3,1,3,4,1,0,0,0,0,2,3,,2022,1.0
35,60652,95,89,40,0,404,0,4,6,1,4,3,0,0,1,0,0,3,3,,2022,3.0
35,60653,81,290,85,0,404,0,1,-1,1,5,5,1,0,0,0,0,3,2,,2022,3.0
35,60654,81,85,28,0,449,0,4,3,1,6,6,0,0,0,0,0,3,3,,2022,4.0
35,60655,81,213,1,0,404,1,3,2,1,6,4,1,0,0,0,1,3,2,,2022,3.0
35,60656,2,71,6,0,173,1,2,3,1,2,1,0,0,0,0,0,3,2,,2022,1.0
35,60657,81,43,99,0,173,1,1,-1,4,6,5,1,0,1,0,1,3,3,,2022,4.0
35,60658,102,285,1,0,404,0,2,6,1,4,3,1,0,1,0,1,2,2,,2022,1.0
35,60659,95,89,40,0,404,0,4,3,1,3,1,1,0,1,0,0,3,3,,2022,1.0
35,60660,81,131,71,0,404,0,4,1,1,5,5,0,0,0,0,0,3,2,,2022,3.0
35,60661,81,290,33,0,173,0,4,3,1,1,1,1,0,0,0,1,2,2,,2022,3.0
35,60662,81,159,57,0,404,0,2,3,1,3,3,1,0,1,0,0,3,3,,2022,2.0
35,60663,81,138,70,0,173,1,2,1,1,1,1,0,0,1,0,0,3,2,,2022,1.0
35,60664,81,159,3,0,404,0,4,3,1,5,4,1,0,1,0,0,3,2,,2022,4.0
35,60665,81,287,95,0,404,1,3,6,1,1,2,1,0,0,0,0,3,2,,2022,1.0
35,60666,59,93,40,0,404,0,3,6,4,1,3,0,0,1,0,1,3,3,,2022,1.0
35,60667,81,233,24,0,173,1,1,-1,4,3,3,1,0,1,0,1,3,3,,2022,2.0
35,60668,81,251,3,0,173,0,3,3,1,6,6,1,0,0,0,1,3,3,,2022,3.0
35,60669,102,249,14,0,173,0,1,-1,1,5,3,1,0,1,0,1,3,2,,2022,1.0
35,60670,81,282,26,0,173,1,2,1,1,4,5,1,0,1,0,0,3,3,,2022,2.0
35,60671,7,13,26,0,449,0,1,3,1,5,5,1,0,0,0,1,3,3,,2022,4.0
35,60672,53,223,17,0,404,0,3,3,1,5,5,1,0,0,0,1,3,3,,2022,4.0
35,60673,130,250,54,0,110,0,3,6,1,5,5,0,0,1,0,1,3,3,,2022,4.0
35,60674,131,67,24,0,404,0,2,6,1,5,5,0,0,0,0,0,2,3,,2022,2.0
35,60675,95,260,14,0,173,0,2,3,1,4,4,1,0,0,0,1,3,2,,2022,2.0
35,60676,81,164,67,0,404,0,1,-1,1,6,5,0,0,0,0,0,3,3,,2022,4.0
35,60677,81,160,4,0,404,1,1,-1,1,5,5,1,0,0,0,1,3,2,,2022,4.0
35,60678,81,150,19,0,173,1,4,2,1,5,4,0,0,0,0,0,3,2,,2022,2.0
35,60679,41,93,7,0,404,0,2,6,1,4,4,1,0,1,0,1,3,2,,2022,2.0
35,60680,16,16,4,0,404,0,1,-1,1,5,5,1,0,0,0,1,2,2,,2022,1.0
35,60681,81,63,32,0,449,0,2,6,1,5,5,0,0,1,0,0,3,3,,2022,4.0
35,60682,81,159,67,0,404,0,1,-1,1,1,1,1,0,0,0,1,2,3,,2022,0.0
35,60683,81,220,16,0,404,0,4,1,1,1,1,0,0,0,0,0,3,3,,2022,0.0
35,60684,81,143,94,0,404,1,2,2,4,3,1,0,0,0,0,0,2,2,,2022,0.0
35,60685,140,185,55,0,110,0,3,6,1,5,5,0,0,0,0,1,3,3,,2022,4.0
35,60686,81,162,52,0,173,0,3,3,1,5,4,0,0,0,0,0,2,2,,2022,1.0
35,60687,14,115,38,0,404,0,3,3,1,5,1,1,0,0,0,1,3,2,,2022,2.0
35,60688,141,186,3,0,404,0,2,6,1,3,3,0,0,1,0,1,3,3,,2022,2.0
35,60689,14,115,7,0,404,0,3,3,1,6,5,1,0,0,0,0,3,3,,2022,4.0
35,60690,132,119,94,0,404,0,2,6,1,6,5,1,0,0,0,1,3,3,,2022,0.0
35,60691,136,114,13,0,173,0,4,2,1,5,3,0,0,0,0,0,3,3,,2022,4.0
35,60692,102,198,14,0,173,0,4,2,1,1,1,1,0,0,0,0,3,2,,2022,1.0
35,60693,81,164,9,0,404,0,5,3,1,6,6,0,0,0,0,1,3,3,,2022,4.0
35,60694,84,260,90,0,449,0,3,3,1,5,3,0,0,0,0,0,2,3,,2022,1.0
35,60695,81,131,2,0,404,0,3,2,4,1,1,1,0,0,0,1,3,3,,2022,3.0
35,60696,105,227,8,0,173,0,4,3,1,3,4,1,0,0,0,1,2,3,,2022,1.0
35,60697,81,212,6,0,173,0,2,2,1,3,1,1,0,0,0,1,3,2,,2022,3.0
35,60698,84,85,4,0,404,0,2,3,4,5,3,1,0,1,0,1,2,2,,2022,1.0
35,60699,16,238,40,0,404,0,2,3,1,5,1,1,0,0,0,1,3,2,,2022,1.0
35,60700,14,266,52,0,173,1,3,6,4,5,3,1,0,0,0,0,3,2,,2022,0.0
35,60701,115,115,67,0,404,0,1,-1,1,1,3,1,0,0,0,0,2,3,,2022,1.0
35,60702,81,43,4,0,404,1,4,1,1,3,1,1,0,0,0,0,2,3,,2022,1.0
35,60703,110,128,75,0,449,0,2,2,1,5,5,0,0,0,0,0,3,3,,2022,4.0
35,60704,112,209,55,0,449,0,3,3,1,5,5,0,0,0,0,0,3,2,,2022,4.0
35,60705,95,216,47,0,173,0,1,-1,1,6,5,1,0,1,0,1,3,3,,2022,1.0
35,60706,81,127,14,0,173,1,3,6,4,1,2,1,0,0,0,0,2,2,,2022,3.0
35,60707,84,85,6,0,173,0,2,2,1,5,4,1,0,0,0,1,3,2,,2022,1.0
35,60708,25,45,48,0,404,0,2,3,1,6,5,1,0,0,0,0,3,3,,2022,4.0
35,60709,95,259,60,0,173,0,2,3,1,5,5,1,0,0,0,1,3,2,,2022,4.0
35,60710,81,290,2,0,404,0,1,-1,1,3,1,1,0,0,0,1,3,2,,2022,3.0
35,60711,99,194,24,0,173,0,1,6,1,3,4,0,0,0,0,0,3,2,,2022,3.0
35,60712,81,97,6,0,173,1,3,3,1,6,5,1,0,1,0,1,3,2,,2022,4.0
35,60713,81,162,9,0,404,0,1,-1,4,4,1,0,0,1,0,1,3,2,,2022,3.0
35,60714,59,93,1,0,404,0,5,6,1,1,3,0,0,0,0,0,2,3,,2022,1.0
35,60715,25,69,71,0,404,0,1,-1,1,1,3,1,0,1,0,1,3,3,,2022,1.0
35,60716,81,287,24,0,173,1,4,2,1,1,3,0,0,0,0,0,3,2,,2022,1.0
35,60717,41,69,4,0,404,0,4,3,4,3,1,0,0,0,0,0,3,2,,2022,1.0
35,60718,105,254,38,0,404,0,2,6,1,5,5,0,0,1,0,1,3,3,,2022,4.0
35,60719,59,94,1,0,404,0,4,3,1,5,5,1,0,1,0,1,2,3,,2022,1.0
35,60720,47,122,3,0,173,0,3,3,1,5,4,1,0,0,0,0,3,3,,2022,2.0
35,60721,126,237,35,0,449,0,2,3,1,5,5,1,0,1,0,0,3,3,,2022,4.0
35,60722,81,162,61,0,404,0,2,6,1,6,4,0,0,0,0,1,3,3,,2022,4.0
35,60723,81,63,31,0,173,0,4,2,1,4,1,0,0,1,0,1,3,2,,2022,0.0
35,60724,41,185,1,0,404,0,4,2,1,5,4,0,0,0,0,0,3,2,,2022,2.0
35,60725,81,150,4,0,404,1,2,2,4,3,1,1,0,0,0,1,3,2,,2022,2.0
35,60726,81,290,7,0,404,0,4,3,1,5,5,1,0,1,0,1,3,3,,2022,0.0
35,60727,14,31,8,0,173,0,4,3,1,3,1,0,0,0,0,0,3,2,,2022,1.0
35,60728,95,115,14,0,173,0,3,6,4,1,1,0,0,0,0,0,2,2,,2022,1.0
35,60729,2,78,4,0,404,0,3,3,4,3,1,0,0,0,0,1,3,3,,2022,1.0
35,60730,2,17,46,0,404,0,4,3,1,6,6,1,0,0,0,0,3,3,,2022,2.0
35,60731,14,238,18,0,404,0,1,6,1,1,1,0,0,1,0,0,2,2,,2022,1.0
35,60732,81,178,8,0,173,1,4,2,1,5,4,0,0,0,0,0,3,3,,2022,1.0
35,60733,14,115,14,0,173,0,3,3,1,3,3,0,0,0,0,0,3,3,,2022,1.0
35,60734,81,149,1,0,404,0,2,3,1,5,3,1,0,0,0,0,2,3,,2022,3.0
35,60735,14,266,40,0,404,1,4,3,4,1,3,1,0,0,0,0,2,2,,2022,1.0
35,60736,81,159,37,0,404,0,4,3,4,5,3,0,0,0,0,0,2,2,,2022,3.0
35,60737,81,162,33,0,173,0,4,3,1,5,5,1,0,0,0,1,2,2,,2022,2.0
35,60738,49,242,55,0,449,0,2,6,4,5,4,1,0,0,0,0,3,3,,2022,4.0
35,60739,77,106,18,0,404,0,3,2,1,5,4,0,0,0,0,1,3,3,,2022,4.0
35,60740,14,266,1,0,404,1,3,3,1,1,3,1,0,0,0,0,2,3,,2022,1.0
35,60741,81,155,2,0,404,1,2,6,1,3,4,1,0,0,0,0,3,2,,2022,1.0
35,60742,14,115,21,0,173,0,5,3,4,1,3,0,0,0,0,0,3,2,,2022,2.0
35,60743,81,250,7,0,404,0,4,6,1,4,5,0,0,1,0,1,3,2,,2022,3.0
35,60744,81,154,3,0,173,1,3,2,1,6,6,0,0,0,0,0,3,3,,2022,4.0
35,60745,81,212,3,0,173,0,3,3,1,5,5,1,0,0,0,1,3,3,,2022,2.0
35,60746,4,22,18,0,404,0,2,2,1,5,1,0,0,0,0,1,3,3,,2022,4.0
35,60747,117,221,7,0,404,0,2,6,1,5,4,0,0,1,0,1,3,2,,2022,3.0
35,60748,130,249,46,0,404,0,2,3,4,6,5,1,0,0,0,1,3,2,,2022,4.0
35,60749,105,254,40,0,404,0,3,6,1,5,3,0,0,0,0,0,3,3,,2022,4.0
35,60750,49,242,29,0,404,0,2,3,1,3,1,0,0,0,0,1,3,2,,2022,4.0
35,60751,2,231,17,0,404,0,4,2,1,6,6,0,0,1,0,0,3,3,,2022,4.0
35,60752,14,115,13,0,173,0,4,3,1,5,3,0,0,0,0,1,3,3,,2022,4.0
35,60753,81,287,38,0,404,1,3,2,4,1,1,1,0,0,0,0,3,2,,2022,0.0
35,60754,84,85,85,0,404,0,3,3,4,1,1,1,0,0,0,1,2,2,,2022,1.0
35,60755,41,140,3,0,173,1,3,3,4,3,3,1,0,0,0,1,2,3,,2022,1.0
35,60756,81,290,4,0,404,0,2,3,1,5,3,0,0,0,0,0,3,3,,2022,2.0
35,60757,81,44,1,0,404,0,3,6,1,3,4,0,0,1,0,0,2,3,,2022,0.0
35,60758,14,115,33,0,173,0,1,-1,1,5,5,1,0,1,0,0,3,3,,2022,2.0
35,60759,81,62,40,0,404,0,2,3,1,1,3,1,0,0,0,0,3,3,,2022,1.0
35,60760,81,84,1,0,404,1,4,3,1,5,5,1,0,0,0,1,3,2,,2022,1.0
35,60761,142,222,98,0,404,0,3,2,1,6,5,0,0,0,0,0,3,3,,2022,4.0
35,60762,16,16,9,0,404,0,3,3,1,4,3,0,0,0,0,1,3,2,,2022,2.0
35,60763,49,242,15,0,404,0,3,3,4,3,1,1,0,0,0,1,3,2,,2022,2.0
35,60764,84,85,33,0,173,0,4,6,1,3,4,1,0,0,0,0,2,3,,2022,3.0
35,60765,112,167,6,0,173,0,4,3,1,3,5,0,0,0,0,0,3,3,,2022,0.0
35,60766,14,238,8,0,173,0,3,2,4,1,1,1,0,0,0,1,3,2,,2022,1.0
35,60767,2,78,52,0,173,0,3,3,1,4,5,1,0,0,0,0,2,2,,2022,3.0
35,60768,81,213,4,0,404,1,3,3,1,3,1,1,0,1,0,1,3,3,,2022,1.0
35,60769,84,85,14,0,173,0,2,3,1,5,4,1,0,0,0,0,3,3,,2022,3.0
35,60770,84,85,18,0,404,0,2,3,1,5,1,0,0,0,0,0,3,2,,2022,4.0
35,60771,14,238,15,0,404,0,2,6,1,3,1,0,0,0,0,0,2,2,,2022,1.0
35,60772,14,32,4,0,404,0,1,-1,1,1,1,1,0,1,0,0,3,2,,2022,3.0
35,60773,81,274,3,0,404,0,3,3,1,5,5,1,0,1,0,0,3,2,,2022,3.0
35,60774,139,233,77,0,449,1,3,1,4,1,3,1,0,0,0,0,2,2,,2022,1.0
35,60775,81,159,4,0,404,0,4,3,1,5,5,0,0,0,0,1,3,2,,2022,4.0
35,60776,14,25,8,0,173,0,2,6,1,4,6,1,0,0,0,0,3,3,,2022,1.0
35,60777,10,180,13,0,173,0,2,3,1,3,5,1,0,0,0,1,3,2,,2022,2.0
35,60778,81,290,44,0,404,0,2,2,4,3,3,1,0,0,0,1,3,3,,2022,2.0
35,60779,81,51,64,0,404,1,2,6,4,1,2,1,0,0,0,0,2,2,,2022,1.0
35,60780,14,48,21,0,173,1,3,3,1,3,3,0,0,0,0,0,3,2,,2022,1.0
35,60781,14,263,4,0,404,1,2,1,1,1,1,0,0,0,0,1,3,3,,2022,1.0
35,60782,81,290,36,0,404,0,3,2,4,3,2,0,0,0,0,0,3,2,,2022,2.0
35,60783,14,31,33,0,173,0,4,3,4,3,1,0,0,1,0,0,3,3,,2022,2.0
35,60784,81,290,79,0,404,0,2,1,1,5,3,1,0,1,0,1,3,2,,2022,2.0
35,60785,81,149,40,0,404,0,4,3,1,5,1,1,0,1,0,1,3,2,,2022,1.0
35,60786,145,258,41,0,449,0,5,2,1,5,4,1,0,1,0,0,3,3,,2022,4.0
35,60787,81,93,33,0,173,0,4,3,1,5,4,1,0,0,0,1,3,2,,2022,2.0
35,60788,62,106,99,0,173,0,4,6,1,3,3,0,0,1,0,0,3,2,,2022,3.0
35,60789,81,73,22,0,173,0,4,6,1,4,3,0,0,0,0,0,2,2,,2022,0.0
35,60790,81,150,6,0,173,1,3,2,1,5,4,1,0,0,0,1,3,3,,2022,1.0
35,60791,7,283,18,0,404,0,3,3,1,6,4,0,0,1,0,1,3,3,,2022,4.0
35,60792,80,108,4,0,404,0,3,3,1,3,3,0,0,0,0,1,3,2,,2022,2.0
35,60793,117,221,9,0,404,0,2,3,1,6,4,0,0,0,0,0,3,2,,2022,4.0
35,60794,14,238,2,0,404,0,4,3,1,5,1,1,0,0,0,1,3,2,,2022,1.0
35,60795,53,37,61,0,404,0,5,3,4,1,2,0,0,1,0,0,3,2,,2022,3.0
