Bölüm,Label
SAHNE SANATLARI TIYATRO ASD.,4000
SAHNE SANATLARI-OYUNCULUK,4001
SAHNE VE DEKOR TASARIMI (ASAGIDA BELIRTECEGIM NOT ORTALAMASI YALNISTIR CUNKU 1 YIL DONDURMAK DURUMUNDA KALDIM OKULUMU),4002
SAHNE VE GOSTERI SANATLARI YONETIMI,4003
SAKARYA UNIVERSITESI,4004
SANAT SOSYAL FAKULTESI,4005
SANAT TA,4006
SANAT TARIHI,4007
SANAT TARIHI VE ARKEOLOJI,4008
SANAT TARIHI(IKINCI OGRETIM),4009
SANAT TASARIM FAKULTESI / TEKSTIL VE MODA TASARIMI,4010
SANAT TTARIHI,4011
SANAT VE KULTUR YONETIMI,4012
SANAT VE SOSYAL BILIMLER FAKULTESI,4013
SANAT VE SOSYAL BILIMLER PROGRAMLARI,4014
SANAT VE SOSYAL BILIMLER PROGRAMLARI(%25 BURSLU),4015
SANAT VE SOSYAL BILIMLER PROGRAMLARI(TAM BURSLU),4016
SANAT VE TASARIM FAKULTESI,4017
SANAT VE TASARIM YONETIMI,4018
SANAT VE TASARIM YONETIMI(TAM BURSLU),4019
SANAT YONETIMI,4020
SANAT YONETIMI(%25 BURSLU),4021
SANAT YONETIMI(INGILIZCE)(%50 BURSLU),4022
SANAT YONETIMI(TAM BURSLU),4023
SARAP URETIM TEKNOLOJ,4024
SAYISA,4025
SAYISAL,4026
SAĢLIK YONETIM,4027
SBF- ISLETME,4028
SBF-SIYASET BILIMI VE KAMU YONETIMI,4029
SBKY,4030
SDFDSFDSSD,4031
SEH,4032
SEHIR,4033
SEHIR BOLGE PLANLAMA,4034
SEHIR VE BOLG PLANLAMA,4035
SEHIR VE BOLGE PLANLA,4036
SEHIR VE BOLGE PLANLAM,4037
SEHIR VE BOLGE PLANLAMA,4038
SEHIR VE BOLGE PLANLAMA (%100 INGILIZCE),4039
SEHIR VE BOLGE PLANLAMA BOLUMU,4040
SEHIR VE BOLGE PLANLAMA(INGILIZCE),4041
SERAMIK,4042
SERAMIK VE CAM,4043
SERMAYE PIYASASI,4044
SERMAYE PIYASASI (YUKSEKOKUL),4045
SEYAHAT ISLETMECILIGI,4046
SEYAHAT ISLETMECILIGI (YUKSEKOKUL),4047
SEYAHAT ISLETMECILIGI (YUKSEKOKUL)(IKINCI OGRETIM),4048
SEYAHAT ISLETMECILIGI VE TRUZIM REHBERLIGI,4049
SEYAHAT ISLETMECILIGI VE TURIZM REHBERLIGI,4050
SEYAHAT ISLETMECILIGI VE TURIZM REHBERLIGI (FAKULTE)(INGILIZCE),4051
SEYAHAT ISLETMECILIGI VE TURIZM REHBERLIGI (FAKULTE)(INGILIZCE)(TAM BURSLU),4052
SEYAHAT ISLETMECILIGI VE TURIZM REHBERLIGI (YUKSEKOKUL),4053
SEYEHAT ISLETMECILIGI,4054
SIGORTACILIK,4055
SIGORTACILIK (YUKSEKOKUL),4056
SIGORTACILIK VE RISK YONETIMI,4057
SIGORTACILIK VE RISK YONETIMI (FAKULTE),4058
SIGORTACILIK VE RISK YONETIMI (YUKSEKOKUL),4059
SIGORTACILIK VE SOSAYL GUVENLIK,4060
SIGORTACILIK VE SOSYAL GUVENLIK,4061
SILAH SANAYI TEKNIKERLIGI,4062
SIMAV TEKNOLOJI FAKULTESI ELEKTRIK ELEKTRONIK MUHENDISLIGI,4063
SINAV SONUCU BEKLIYORUM.,4064
SINEMA - TELEVIZYON,4065
SINEMA TELEVIZYON,4066
SINEMA TELEVIZYON BOLUMU,4067
SINEMA TV,4068
SINEMA VE TELEVIZON,4069
SINEMA VE TELEVIZYON,4070
SINEMA VE TELEVIZYON(%50 BURSLU),4071
SINEMA VE TELEVIZYON(INGILIZCE),4072
SINEMA VE TELEVIZYON(INGILIZCE)(%50 BURSLU),4073
SINEMA VE TELEVIZYON(TURKCE),4074
SINEMA VE TELEVIZYON(TURKCE)(TAM BURSLU),4075
"SINEMA VE TELEVIZYON, PSIKOLOJI",4076
SINEMA VE TV,4077
SINEMA-TELEVIZYON,4078
SINEMA-TV,4079
SINIF,4080
SINIF EGITIMI,4081
SINIF OGRETM,4082
SINIF OGRETME,4083
SINIF OGRETMELIGI,4084
SINIF OGRETMENI,4085
SINIF OGRETMENLI,4086
SINIF OGRETMENLIG,4087
SINIF OGRETMENLIGI,4088
SINIF OGRETMENLIGI ( TEMEL EGITIM,4089
SINIF OGRETMENLIGI BOL,4090
SINIF OGRETMENLIGI PROGRAMI,4091
SINIF OGRETMENLIGI VE REHBERLIK VE PSIKOLOJIK DANISMANLIK,4092
SINIF OGRETMENLIGI(%25 BURSLU),4093
SINIF OGRETMENLIGI(%50 BURSLU),4094
SINIF OGRETMENLIGI(TAM BURSLU),4095
SINIF OGRETMENLIGI-OKULONCESI OGRETMENLIGICIFT ANADAL,4096
SINIF OGRETMENLIK,4097
SINIF OGRT,4098
SINIFOGRETMENLIGI,4099
SITASET BILIMI VE KAMU YONETIMI,4100
SIVAS MYO MOTORLU ARACLAR VE ULASTIRMA TEKNOLOJILERI BOLUMU RAYLI SISTEMLER MAKINE TEKNOLOJISI.,4101
SIVIL HAVA,4102
SIVIL HAVA ULASIRMA ISLETMECILIGI,4103
SIVIL HAVA ULASTIRMA,4104
SIVIL HAVA ULASTIRMA I.,4105
SIVIL HAVA ULASTIRMA ISLETMECILIGI,4106
SIVIL HAVA ULASTIRMA ISLETMECILIGI (FAKULTE),4107
SIVIL HAVA ULASTIRMA ISLETMECILIGI (FAKULTE)(TAM BURSLU),4108
SIVIL HAVA ULASTIRMA ISLETMECILIGI (YUKSEKOKUL),4109
SIVIL HAVA ULASTIRMA ISLETMECILIGI (YUKSEKOKUL)(IKINCI OGRETIM),4110
SIVIL HAVA ULASTIRMA ISLETMECILIGI (YUKSEKOKUL)(INGILIZCE)(%25 BURSLU),4111
SIVIL HAVA ULASTIRMA ISLETMECILIGI (YUKSEKOKUL)(INGILIZCE)(%50 BURSLU),4112
SIVIL HAVA ULASTIRMA ISLETMECILIGI (YUKSEKOKUL)(INGILIZCE)(TAM BURSLU),4113
"SIVIL HAVA ULASTIRMA ISLETMECILIGI , SIVIL HAVACILIK VE KABIN HIZMETLERI",4114
SIVIL HAVA VE ULASTIRMA ISLETMECILIGI,4115
SIVIL HAVACILIK,4116
SIVIL HAVACILIK ISLETMECILIGI,4117
SIVIL HAVACILIK KABIN HIZMETKE,4118
SIVIL HAVACILIK KABIN HIZMETLERI,4119
SIVIL HAVACILIK KABIN HIZMETLERI (INGILIZCE),4120
SIVIL HAVACILIK VE KABIN HIZMETLERI,4121
SIVIL HAVACILIK VE KABIN MEMURLUGU,4122
SIVIL HAVACILIK VE UCAK TEKNOLOJISI,4123
SIVIL HAVACILIK VE ULASTIRMA ISLETMECILIGI,4124
SIVIL HAVACILIK YUKSEK OKULU UCAK GOVDE MOTOR BAKIMI,4125
SIVIL HAVACILIK YUKSEKOKULU,4126
SIVIL HAVACILIK- HAVACILIK YONETIMI,4127
SIVIL SAVUNMA VE ITFAIYE,4128
SIVIL SAVUNMA VE ITFAIYECILIK,4129
SIVIL SAVUNMA VE ITFAIYECILIK BOLUMU,4130
SIYAS,4131
SIYASAL BILGILER,4132
SIYASAL BILGILER FAKULTESI - IKTISAT,4133
SIYASAL BILGILER FAKULTESI / ISLETME 2011-2012 EGITIM OGRETIM YILINDA GIRDIGIM BILKENT UNIVERSITESI ELEKTRIK-ELEKTRONIK MUHENDISLIGI BOLUMUNDEN 3 SENE OKUDUKTAN SONRA 2014-2015 EGITIM-OGRETIM YILI BASINDA MEVCUT UNIVERSITE VE BOLUMUME GECIS YAPTIM.,4134
SIYASAL BILGILER FAKULTESI ISLETME BOLUMU,4135
SIYASAL BILGILER FAKULTESI KAMU YONETIMI BOLUMU,4136
SIYASAL BILGILER FAKULTESI SIYASET BILIMI VE KAMU YONETIMI,4137
SIYASAL BILGILER FAKULTESI ULUSLARARASI ILISKILER,4138
SIYASAL BILGILER FAKULTESI- ISLETME,4139
SIYASAL BILGILER FAKULTESI-ISLETME,4140
SIYASAL BILIMLER,4141
SIYASAL BILIMLER VE KAMU YONETIMI,4142
SIYASAL BILIMLER VE ULUSLARARASI ILISKILER,4143
SIYASAL ISLETME,4144
SIYASEET BILIMI VE KAMU YONETIMI,4145
SIYASET,4146
SIYASET B,4147
SIYASET BILIM KAMU YONETIMI,4148
SIYASET BILIME VE KAMU YONETIMI,4149
SIYASET BILIMI,4150
SIYASET BILIMI ULUSLARARASI ILISKILER,4151
SIYASET BILIMI VE KAMU Y,4152
SIYASET BILIMI VE KAMU YONET,4153
SIYASET BILIMI VE KAMU YONETI,4154
SIYASET BILIMI VE KAMU YONETIM,4155
SIYASET BILIMI VE KAMU YONETIM %100INGILIZCE,4156
SIYASET BILIMI VE KAMU YONETIMI,4157
SIYASET BILIMI VE KAMU YONETIMI %100 INGILIZCE,4158
SIYASET BILIMI VE KAMU YONETIMI (FRANSIZCA),4159
SIYASET BILIMI VE KAMU YONETIMI (ING),4160
SIYASET BILIMI VE KAMU YONETIMI (INGILIZCE),4161
"SIYASET BILIMI VE KAMU YONETIMI 4.SINIF, ISLETME 3. SINIF.",4162
SIYASET BILIMI VE KAMU YONETIMI D,4163
SIYASET BILIMI VE KAMU YONETIMI E,4164
SIYASET BILIMI VE KAMU YONETIMI ING,4165
SIYASET BILIMI VE KAMU YONETIMI IO,4166
SIYASET BILIMI VE KAMU YONETIMI TURKCE,4167
SIYASET BILIMI VE KAMU YONETIMI VE HUKUK MEZUN OLDUM,4168
SIYASET BILIMI VE KAMU YONETIMI%100 YOK BURSLU-%100 INGILIZCE,4169
SIYASET BILIMI VE KAMU YONETIMI( %100 INGILIZCE),4170
SIYASET BILIMI VE KAMU YONETIMI(%50 BURSLU),4171
SIYASET BILIMI VE KAMU YONETIMI(BU SENE HAZIRLIK OKUYORUM),4172
SIYASET BILIMI VE KAMU YONETIMI(IKINCI OGRETIM),4173
SIYASET BILIMI VE KAMU YONETIMI(INGILIZCE),4174
SIYASET BILIMI VE KAMU YONETIMI(INGILIZCE)(%50 BURSLU),4175
SIYASET BILIMI VE KAMU YONETIMI(INGILIZCE)(TAM BURSLU),4176
SIYASET BILIMI VE KAMU YONETIMI(TAM BURSLU),4177
SIYASET BILIMI VE KAMU YONETIMI- ULUSLARARASI ILISKILER,4178
SIYASET BILIMI VE KAMU YONETIMI/SOSYOLOJI CAP,4179
SIYASET BILIMI VE KAMU YONETIMIING,4180
SIYASET BILIMI VE KAMU YONEY,4181
SIYASET BILIMI VE KAMU YONTEMI,4182
SIYASET BILIMI VE KAN,4183
SIYASET BILIMI VE KMAU YO,4184
SIYASET BILIMI VE KMAU YONETIMI,4185
SIYASET BILIMI VE ULUSLAR,4186
SIYASET BILIMI VE ULUSLAR ARASI ILISKILER,4187
SIYASET BILIMI VE ULUSLARARAS ILISKILER,4188
SIYASET BILIMI VE ULUSLARARASI IL,4189
SIYASET BILIMI VE ULUSLARARASI ILIS,4190
SIYASET BILIMI VE ULUSLARARASI ILISKI,4191
SIYASET BILIMI VE ULUSLARARASI ILISKIER,4192
SIYASET BILIMI VE ULUSLARARASI ILISKILE,4193
SIYASET BILIMI VE ULUSLARARASI ILISKILER,4194
SIYASET BILIMI VE ULUSLARARASI ILISKILER %100 INGILIZCE,4195
SIYASET BILIMI VE ULUSLARARASI ILISKILER %30 INGILIZCE,4196
SIYASET BILIMI VE ULUSLARARASI ILISKILER & HUKUK,4197
SIYASET BILIMI VE ULUSLARARASI ILISKILER & ULUSLARARASI TICARET,4198
SIYASET BILIMI VE ULUSLARARASI ILISKILER (% 30 INGILIZCE),4199
SIYASET BILIMI VE ULUSLARARASI ILISKILER (%0,4200
SIYASET BILIMI VE ULUSLARARASI ILISKILER (%100 INGILIZCE),4201
SIYASET BILIMI VE ULUSLARARASI ILISKILER (FRANSIZCA),4202
SIYASET BILIMI VE ULUSLARARASI ILISKILER (ING.),4203
SIYASET BILIMI VE ULUSLARARASI ILISKILER (INGILIZCE ),4204
SIYASET BILIMI VE ULUSLARARASI ILISKILER (INGILIZCE),4205
SIYASET BILIMI VE ULUSLARARASI ILISKILER (INGILIZCE) / HUKUK (CAP),4206
SIYASET BILIMI VE ULUSLARARASI ILISKILER (PSIKOLOJI CIFT ANADAL),4207
SIYASET BILIMI VE ULUSLARARASI ILISKILER - FELSEFE,4208
SIYASET BILIMI VE ULUSLARARASI ILISKILER FRANSIZCA,4209
SIYASET BILIMI VE ULUSLARARASI ILISKILER INGILIZCE,4210
SIYASET BILIMI VE ULUSLARARASI ILISKILER PSIKOLOJI BOLUMU ILE CIFT ANADAL,4211
SIYASET BILIMI VE ULUSLARARASI ILISKILER(,4212
SIYASET BILIMI VE ULUSLARARASI ILISKILER(%25 BURSLU),4213
SIYASET BILIMI VE ULUSLARARASI ILISKILER(%50 BURSLU),4214
SIYASET BILIMI VE ULUSLARARASI ILISKILER(FRANSIZCA)(%50 BURSLU),4215
SIYASET BILIMI VE ULUSLARARASI ILISKILER(FRANSIZCA)(TAM BURSLU),4216
SIYASET BILIMI VE ULUSLARARASI ILISKILER(IKINCI OGRETIM),4217
SIYASET BILIMI VE ULUSLARARASI ILISKILER(INGILIZCE,4218
SIYASET BILIMI VE ULUSLARARASI ILISKILER(INGILIZCE),4219
SIYASET BILIMI VE ULUSLARARASI ILISKILER(INGILIZCE)(%25 BURSLU),4220
SIYASET BILIMI VE ULUSLARARASI ILISKILER(INGILIZCE)(%50 BURSLU),4221
SIYASET BILIMI VE ULUSLARARASI ILISKILER(INGILIZCE)(TAM BURSLU),4222
SIYASET BILIMI VE ULUSLARARASI ILISKILER(KUZEY KIBRIS)(TAM BURSLU),4223
SIYASET BILIMI VE ULUSLARARASI ILISKILER(TAM BURSLU),4224
"SIYASET BILIMI VE ULUSLARARASI ILISKILER, EKONOMI (CAP)",4225
SIYASET BILIMI VE ULUSLARARASI ILISKILER-ISLETMS,4226
SIYASET BILIMI VE ULUSLARARASI ILSKILER,4227
SIYASET BILIMI VE ULUSLARARSI ILISKILE,4228
SIYASET BILIMI VE ULUSLARARSI ILISKILER ING.,4229
SIYASET BILIMI VE ULUSLARASI ILISKILER,4230
SIYASET BILIMI VE ULUSLARASI ILISKILER (INGILIZCE),4231
SIYASET BILIMI VE ULUSLARASI ILISKILER(INGILIZCE),4232
SIYASET BILIMI%100 INGILIZCE,4233
SIYASET BILIMI(INGILIZCE)(%50 BURSLU),4234
SIYASET BILIMI(TAM BURSLU),4235
SIYASET BILIMLERI VE ULUSLARARASI ILISKILER,4236
SIYASET BILMI VE KAMU YONETIMI,4237
SIYASET BLIMI VE ULUSLARARASI ILISKILER,4238
SIYASET BOLUMU VE KAMU YONETIMI,4239
SIYASET VE KAMU,4240
SIYASET VE KAMU YONETIMI,4241
SIYASET VE ULUSLARARASI ILISKILER,4242
SIYASETBILIMIVE KAMUYONETIMI,4243
SIYSAET BILIMI VE KAMU YONETIMI,4244
SIYÂSET BILIMI VE KAMU YONETIMI BOLUM,4245
SIYÂSET BILIMI VE ULUSLARARASI ILISKILER,4246
SNAA,4247
SO,4248
SOCIAL MEDIA MANAGEMENT,4249
SOFTWARE ENGINEERING,4250
SORU GOZUKMUYOR AMA DEVLET UNIVERSITESINDE EGITIM GORUYORUM,4251
SOS,4252
SOSUOLOJIL,4253
SOSY,4254
SOSYAL,4255
SOSYAL BILGI,4256
SOSYAL BILGILER,4257
SOSYAL BILGILER OGRETMELIGI,4258
SOSYAL BILGILER OGRETMENLI,4259
SOSYAL BILGILER OGRETMENLIG,4260
SOSYAL BILGILER OGRETMENLIGI,4261
SOSYAL BILGILER OGRETMENLIGI BOLUMU,4262
SOSYAL BILGILER OGRETMENLIGI(%50 BURSLU),4263
SOSYAL BILGILER OGRETMENLIGI(TAM BURSLU),4264
SOSYAL BILIMLER,4265
SOSYAL BILIMLER ENSTITUSU OSMANLI ARKEOLOJISI ANABILIM DALI,4266
SOSYAL BILIMLER ENSTITUSU REKLAMCILIK VE TANITIM ANA BILIM DALI TEZLI YUKSEK LISANS PROGRAMI,4267
SOSYAL BILIMLER MESLEK YUKSEKOKULU ASCILIK BOLUMU,4268
SOSYAL BILIMLER OGRETMENLIGI,4269
SOSYAL BOLUMLER TURIZM FAKULTESI YUKSEK LISANS,4270
SOSYAL GUVENLIK,4271
SOSYAL GUVENLIK BOLUMU,4272
SOSYAL HIZM,4273
SOSYAL HIZME,4274
SOSYAL HIZMET,4275
SOSYAL HIZMET (FAKULTE),4276
SOSYAL HIZMET (FAKULTE)(%25 BURSLU),4277
SOSYAL HIZMET (FAKULTE)(%50 BURSLU),4278
SOSYAL HIZMET (FAKULTE)(IKINCI OGRETIM),4279
SOSYAL HIZMET (FAKULTE)(TAM BURSLU),4280
SOSYAL HIZMET (YUKSEKOKUL),4281
SOSYAL HIZMET (YUKSEKOKUL)(%50 BURSLU),4282
SOSYAL HIZMET (YUKSEKOKUL)(TAM BURSLU),4283
SOSYAL HIZMET BOLUMU,4284
SOSYAL HIZMET INGILIZCE,4285
SOSYAL HIZMET INGILIZCE + PSIKOLOJI ( CAP ),4286
SOSYAL HIZMET LISANS,4287
SOSYAL HIZMET PROGRAMI,4288
SOSYAL HIZMET VE DANISMANLIK,4289
SOSYAL HIZMET-IKTISADI IDARI BILIMLER FAKULTESI,4290
SOSYAL HIZMET/ SIYASET BILIMI VE ULUSLARARSI ILISKILER CIFT ANADAL,4291
SOSYAL HIZMETL,4292
SOSYAL HIZMETLER,4293
SOSYAL HIZMETLER PDR.,4294
SOSYAL HIZMETLER VE DANISMANLIK,4295
SOSYAL HIZMETLER VE DANISMANLIK BOLUMU,4296
SOSYAL HIZMETLER/TIBBI DOKUMANTASYON VE SEKRETERLIK,4297
SOSYAL HIZMETLERE,4298
SOSYAL POLITIKA,4299
SOSYAL VE BESERI BILIMLER FAKULTESI,4300
SOSYALA BILGILER OGRETMENLIGI,4301
SOSYALBILGILER OGRETMENLIGI,4302
SOSYO,4303
SOSYOL,4304
SOSYOLO,4305
SOSYOLOJ,4306
SOSYOLOJI,4307
SOSYOLOJI & FELSEFE,4308
SOSYOLOJI (%30 INGILIZCE),4309
SOSYOLOJI (H,4310
SOSYOLOJI (INGILIZCE),4311
"SOSYOLOJI , MALIYE YAN DAL",4312
SOSYOLOJI - ENDUSTRIYEL PSIKOLOJI,4313
SOSYOLOJI - SOSYAL HIZMET,4314
SOSYOLOJI / TARIH BOLUMUNDE CIFT ANADAL PROGRAMIMA DEVAM ETMEKTEYIM.,4315
SOSYOLOJI ACIKOGRETIM,4316
SOSYOLOJI BOLUMU,4317
SOSYOLOJI EKONOMI CIFT ANADAL,4318
"SOSYOLOJI OKUYORUM, HALKLA ILISKILER VE REKLAMCILIKTAN CAP YAPIYORUM. AYNI ZAMANDA FRANSA’DA BORDEAUX MONTAIGNE UNIVERSITESI’NDE ACIK OGRETIM YAPMAK",4319
SOSYOLOJI VE ACIKOGRETIM FAKULTESI KAMU YONETIMI,4320
SOSYOLOJI VE ISLETME CIFT ANADAL,4321
SOSYOLOJI VE MEDYA VE GOSEL SANATLAR,4322
SOSYOLOJI VE P,4323
SOSYOLOJI VE YANDAL/PSIKOLOJI,4324
SOSYOLOJI(IKINCI OGRETIM),4325
SOSYOLOJI(INGILIZCE),4326
SOSYOLOJI(INGILIZCE) VE CAP PSIKOLOJI (INGILIZCE),4327
SOSYOLOJI(INGILIZCE)(%50 BURSLU),4328
SOSYOLOJI(INGILIZCE)(TAM BURSLU),4329
SOSYOLOJI(TAM BURSLU),4330
SOSYOLOJI(UZAKTAN EGITIM),4331
"SOSYOLOJI, SU AN 2. SINIF 2. DONEMDEYIM.",4332
"SOSYOLOJI, YONETIM BILISIM SISTEMLERI",4333
SOSYOLOJI/ HARITA VE KADASTRO,4334
SOSYOLOJIINGILIZCE,4335
SOSYOOJI,4336
SOZEL,4337
SPOR BILIMLERI,4338
SPOR BILIMLERI ANTRENORLUK EGITIMI,4339
SPOR BILIMLERI FAKULT,4340
SPOR BILIMLERI FAKULTES,4341
SPOR BILIMLERI FAKULTESI,4342
SPOR BILIMLERI FAKULTESI ANTRENORLUK,4343
SPOR BILIMLERI FAKULTESI ANTRENORLUK BOLUMU,4344
SPOR BILIMLERI FAKULTESI ANTRENORLUK EGITIMI,4345
SPOR BILIMLERI FAKULTESI ANTRENORLUK EGITIMI BOLUMU,4346
SPOR BILIMLERI FAKULTESI BEDEN EGITIMI OGRETMENLIGI,4347
SPOR BILIMLERI FAKULTESI REKREASYON,4348
SPOR BILIMLERI FAKULTESI REKREASYON BOLUMU,4349
SPOR BILIMLERI FAKULTESI SPOR YONETICILIGI,4350
SPOR BILIMLERI FAKULTESI-BESYO,4351
SPOR BILIMLERI FAKULTESI-REKREASYON,4352
SPOR BILIMLERI FAKULTESI/ANTRENORLUK,4353
SPOR BILIMLERI FAKULTESI/ANTRENORLUK BOLUM,4354
SPOR BILIMLERI FAKULTESI/REKREASYON,4355
SPOR BILIMLERI VE TEKNOLOJISI,4356
SPOR FAKULTESI,4357
SPOR ONETICILIGI,4358
SPOR SAGLIK BILIMLERI,4359
SPOR TOBET,4360
SPOR YINRFICLI,4361
SPOR YOBTEUC,4362
SPOR YOENETICILIGI,4363
SPOR YONETICILIG,4364
SPOR YONETICILIG BOLUMU,4365
SPOR YONETICILIGI,4366
SPOR YONETICILIGI (YUKSEKOKUL),4367
SPOR YONETICILIGI (YUKSEKOKUL)(IKINCI OGRETIM),4368
SPOR YONETICILIGI IKINCI OGRETIM,4369
"SPOR YONETICILIGI, SPOR BILIMLERI FAKULTESI",4370
SPOR YONETICILIPS,4371
SPOR YONETIMI,4372
SPOR YONETIMI (YUKSEKOKUL),4373
SPOR YONETIMI (YUKSEKOKUL)(%50 BURSLU),4374
SPOR YONETIMI / REKLAMCILIK,4375
STRATEJI VE GUVENLIK (ASKERI YUKSEKOGRETIM KURUMLARI),4376
SU ALTI TEKNOJILERI,4377
SU AN YOK. UNIVERSITEYE BASVURU ACILMADI.,4378
SU BILIMLERI VE MUHENDISLIGI,4379
SU URUNLERI,4380
SU URUNLERI MUHENDISLIGI,4381
SU URUNLERI MUHENDISLIGI MEZUN. AVLAMA VE ISLEME ANADAL YUKSEKLISANS OGRENCISI.,4382
SU URUNLERI MUHENDISLIGI(IKINCI OGRETIM),4383
SUAN ICIN YOK LYS HAZIRLIKTAYIM,4384
SUANDA BILGISAYAR PROGRAMCILIGI OKUYORUM/DAHA ONCEDEN HEMSIRELIK OKUDUM,4385
SUT TEKNOLOJISI,4386
SUT VE BESI HAYVANCILIGI,4387
SUT VE URUNLERI TEKNOLOJISI,4388
T,4389
TA,4390
TAKI TEKNOLOJISI VE TASARIMI,4391
TAM BURSLU INGLIZCE INSAAT MUHENDISLIGI,4392
TAPU KADASTRO,4393
TAPU KADASTRO LISANS B,4394
TAPU VE,4395
TAPU VE KADASTRO,4396
TAR,4397
TARIH,4398
TARIH (%30 INGILIZCE),4399
TARIH (INGILIZCE),4400
TARIH ACIK OGRETIM,4401
TARIH BOLMU,4402
TARIH BOLUMU,4403
TARIH BOLUMUNDEN COCUK GELISIME YATAY GECIS,4404
TARIH EGITIMI,4405
TARIH NORMAL OGRETIM,4406
TARIH OGRETMELIGI,4407
TARIH OGRETMENLIGI,4408
TARIH PR VE TIBBI DOKUMENTASYON VE SEKRETERLIK,4409
TARIH PR.,4410
TARIH(%50 BURSLU),4411
TARIH(IKINCI OGRETIM),4412
TARIH(INGILIZCE),4413
TARIH(INGILIZCE)(TAM BURSLU),4414
TARIH(IO),4415
TARIH-ARKEOLOJI VE SANAT TARIHI (CIFT ANADAL),4416
TARIH-EKONOMI,4417
TARIHINGILIZCE,4418
TARIIH,4419
TARIM,4420
TARIM EKONOMISI,4421
TARIM EKONOMISI VE TARLA BITKILERI BOLUMU CIFT ANADAL,4422
TARIM MAKINALARI,4423
TARIM MAKINALARI VE TEKNOLOJI KERI MUHENDISLIGI,4424
TARIM MAKINALARI VE TEKNOLOJILERI MUHENDISLIGI,4425
TARIM MAKINELERI,4426
TARIM MAKINELERI VE TEKNOLOJILERI MUHENDISLIGI,4427
TARIM MAKINELERI VE TEKNOLOJILERI MUHENDISLIGI BOLUMU,4428
TARIM MAKINELERI VE TEKNOLOJISI MUHENDISI,4429
TARIM MAKINELERI VE TEKNOLOJISI MUHENDISLIGI,4430
TARIM TEKNOLOJISI,4431
TARIMSAL BIYOTEKLONOJI - ZIRAAT FAKULTESI,4432
TARIMSAL BIYOTEKNOLOJI,4433
TARIMSAL BIYOTEKNOLOJI (ZIRAAT MUHENDISLIGI),4434
TARIMSAL GENETIK MUHENDISLIGI,4435
TARIMSAL YAPILAR VE SULAMA,4436
TARLA BITKILERI,4437
TASARIM,4438
TATIH,4439
TECHNOLOGY AND KNOWLEDGE MANAGEMENT,4440
TEK BIR BOLUM OKUYORUM,4441
TEK BIR BOLUM OKUYORUM ILAHIYAT,4442
TEK BOLUM OKUYORUM,4443
TEKNOLOJI FAKULTESI INSAAT MUHENDISLIGI,4444
TEKNOLOJI FAKULTESI MEKATRONIK MUHENDISLIGI,4445
TEKNOLOJI VE BILGI YONETIMI,4446
TEKSTIL,4447
TEKSTIL MUHENDILIGI %100 INGILIZCE,4448
TEKSTIL MUHENDISI,4449
TEKSTIL MUHENDISLIG,4450
TEKSTIL MUHENDISLIGI,4451
TEKSTIL MUHENDISLIGI INGILIZCE,4452
TEKSTIL MUHENDISLIGI(100% INGILIZCE PROGRAM),4453
TEKSTIL MUHENDISLIGI(INGILIZCE),4454
TEKSTIL TASARIM,4455
TEKSTIL TASARIMI VE URETIMI (M.T.O.K.),4456
TEKSTIL TASARIMI VE URETIMI (M.T.O.K.)(IKINCI OGRETIM),4457
TEKSTIL TEKNOLOJISI,4458
TEKSTIL VE MODA TASARIM,4459
TEKSTIL VE MODA TASARIMI,4460
TEKSTIL VE MODA TASARIMI BOLUMU,4461
TELEVIZYON HABERCILIGI VE PROGRAMCILIGI,4462
TELEVIZYON HABERCILIGI VE PROGRAMCILIGI(%25 BURSLU),4463
TELEVIZYON HABERCILIGI VE PROGRAMCILIGI(%50 BURSLU),4464
TEMEL EGIN BOLUMU OKUL ONCESI OGRETMENLIGI LISANS PROGRAMI,4465
TEMEL EGITIM BOLUMU,4466
TEMEL EGITIM BOLUMU OKUL ONCESI OGRETMENLIGI PROGRAMI,4467
TEMEL EGITIM BOLUMU/ SINIF OGRETMENLIGI,4468
TEMEL IHTIYACLARIMI KARSILAMAK ICIN BU BURSA IHTIYACIM VAR.,4469
TERAPI VE REHABILITASYON,4470
TERAPI VE REHABILITASYON BOLUMU/ENGELLI BAKIMI VE REHABILITASYON PROGRAMI,4471
TEST,4472
TI,4473
TIBB,4474
TIBBI BIYOKIMYA,4475
TIBBI DOKUMAN,4476
TIBBI DOKUMANTASYO,4477
TIBBI DOKUMANTASYON,4478
TIBBI DOKUMANTASYON VE,4479
TIBBI DOKUMANTASYON VE SEKRE,4480
TIBBI DOKUMANTASYON VE SEKRETER,4481
TIBBI DOKUMANTASYON VE SEKRETERLI,4482
TIBBI DOKUMANTASYON VE SEKRETERLIGI,4483
TIBBI DOKUMANTASYON VE SEKRETERLIK,4484
TIBBI DOKUMANTASYON VE SEKRETERLK,4485
TIBBI DOKUMANTASYONLUK VE SEKRETERLIK,4486
TIBBI DOKUMASYON VE SEKRETERLIK,4487
TIBBI GORUN,4488
TIBBI GORUNTULEME,4489
TIBBI GORUNTULEME TEKNIKERI,4490
TIBBI GORUNTULEME TEKNIKERLIGI,4491
TIBBI GORUNTULEME TEKNIKLER,4492
TIBBI GORUNTULEME TEKNIKLERI,4493
TIBBI GORUNTULENME TEKNIKLERI,4494
TIBBI GURUNTULEME TEKNIKLERI,4495
